TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,UNITS_SOLD,HOUR_OF_DAY,DAY_OF_WEEK,TIME_BUCKET,PRODUCT_DETAIL,PRODUCT_TYPE,STORE_LOCATION,PRODUCT_CATEGORY
57.00,12,7,12,15,Sun,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
37.50,10,7,10,15,Sun,afternoon,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
24.50,7,7,7,15,Sun,afternoon,Croissant,Pastry,Lower Manhattan,Bakery
36.00,12,8,12,15,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
50.00,20,10,20,15,Sun,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
48.00,16,10,16,15,Sun,afternoon,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
67.50,18,9,18,15,Sun,afternoon,Latte,Barista Espresso,Lower Manhattan,Coffee
66.50,14,12,14,15,Sun,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
48.75,13,8,13,12,Sun,afternoon,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
26.00,8,7,8,13,Sun,afternoon,Ginger Scone,Scone,Hell's Kitchen,Bakery
15.00,6,4,6,13,Sun,afternoon,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
7.00,2,2,2,13,Sun,afternoon,Croissant,Pastry,Hell's Kitchen,Bakery
25.00,10,7,10,12,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
21.00,7,4,7,13,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Coffee
31.50,9,5,9,13,Sun,afternoon,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Coffee
35.75,11,11,11,14,Sun,afternoon,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
42.50,17,13,17,14,Sun,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
36.00,12,8,12,14,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Coffee
35.00,14,8,14,14,Sun,afternoon,Lemon Grass Rg,Brewed herbal tea,Astoria,Tea
29.75,7,5,7,14,Sun,afternoon,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
28.00,7,6,7,14,Sun,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
30.00,8,8,8,14,Sun,afternoon,Jumbo Savory Scone,Scone,Astoria,Bakery
30.00,10,8,10,14,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Coffee
72.25,17,11,17,14,Sun,afternoon,Cappuccino Lg,Barista Espresso,Lower Manhattan,Coffee
72.25,17,10,17,14,Sun,afternoon,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
47.50,10,7,10,14,Sun,afternoon,Sustainably Grown Organic Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
52.50,21,14,21,14,Sun,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
17.50,7,5,7,15,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
21.00,7,5,7,15,Sun,afternoon,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
30.00,10,7,10,15,Sun,afternoon,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
84.00,24,16,24,15,Sun,afternoon,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
6.00,2,2,2,15,Sun,afternoon,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
55.80,18,14,18,15,Sun,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Astoria,Tea
26.00,8,8,8,15,Sun,afternoon,Cranberry Scone,Scone,Astoria,Bakery
24.20,11,7,11,15,Sun,afternoon,Ethiopia Sm,Gourmet brewed coffee,Astoria,Coffee
39.20,16,13,16,15,Sun,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
15.00,6,4,6,15,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
20.00,10,5,10,15,Sun,afternoon,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
28.00,8,8,8,15,Sun,afternoon,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
55.25,13,9,13,15,Sun,afternoon,Cappuccino Lg,Barista Espresso,Astoria,Coffee
17.50,5,5,5,15,Sun,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
30.00,10,7,10,15,Sun,afternoon,Espresso shot,Barista Espresso,Lower Manhattan,Coffee
40.00,16,10,16,15,Sun,afternoon,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
56.25,15,10,15,15,Sun,afternoon,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
42.50,17,11,17,15,Sun,afternoon,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
34.10,11,7,11,15,Sun,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
34.00,8,4,8,15,Sun,afternoon,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
22.75,7,7,7,15,Sun,afternoon,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
66.50,19,10,19,15,Sun,afternoon,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
21.00,7,5,7,15,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Coffee
30.00,12,7,12,15,Sun,afternoon,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
33.75,9,6,9,16,Sun,evening,Latte,Barista Espresso,Hell's Kitchen,Coffee
42.50,10,7,10,16,Sun,evening,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Coffee
51.45,21,15,21,16,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
23.40,9,8,9,16,Sun,evening,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
57.50,23,17,23,16,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
17.50,7,5,7,16,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
45.90,18,12,18,16,Sun,evening,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
60.00,16,13,16,16,Sun,evening,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
108.75,29,17,29,16,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
16.00,8,5,8,16,Sun,evening,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
48.00,24,18,24,16,Sun,evening,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
57.50,23,17,23,16,Sun,evening,Peppermint Rg,Brewed herbal tea,Astoria,Tea
25.50,10,7,10,16,Sun,evening,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
39.00,13,8,13,16,Sun,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
40.00,16,11,16,16,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
31.50,9,7,9,16,Sun,evening,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
67.50,18,12,18,16,Sun,evening,Cappuccino,Barista Espresso,Astoria,Coffee
9.30,3,3,3,16,Sun,evening,Jamaican Coffee River Rg,Premium brewed coffee,Astoria,Coffee
26.00,13,10,13,16,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
31.50,9,7,9,16,Sun,evening,Ethiopia Lg,Gourmet brewed coffee,Astoria,Coffee
27.50,11,6,11,16,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
35.00,14,10,14,16,Sun,evening,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
37.50,15,10,15,16,Sun,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
25.00,10,7,10,16,Sun,evening,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
19.50,6,6,6,16,Sun,evening,Ginger Scone,Scone,Lower Manhattan,Bakery
21.00,7,7,7,16,Sun,evening,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
11.25,3,3,3,16,Sun,evening,Chocolate Croissant,Pastry,Lower Manhattan,Bakery
67.50,27,21,27,16,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
30.00,12,8,12,16,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
36.00,18,12,18,16,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Coffee
19.50,6,6,6,16,Sun,evening,Hazelnut Biscotti,Biscotti,Astoria,Bakery
37.50,10,5,10,17,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Coffee
35.00,14,10,14,17,Sun,evening,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
37.50,15,11,15,17,Sun,evening,Earl Grey Rg,Brewed Black tea,Astoria,Tea
78.75,21,16,21,17,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
33.00,11,8,11,17,Sun,evening,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
52.50,15,11,15,17,Sun,evening,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
57.20,26,13,26,17,Sun,evening,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
52.00,13,8,13,17,Sun,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
26.40,12,7,12,17,Sun,evening,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
35.00,14,9,14,17,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
51.00,12,8,12,17,Sun,evening,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
40.00,20,13,20,17,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
71.40,25,16,25,17,Sun,evening,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
45.00,10,10,10,17,Sun,evening,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
10.00,4,2,4,17,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
15.00,6,4,6,17,Sun,evening,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
72.25,17,10,17,17,Sun,evening,Cappuccino Lg,Barista Espresso,Astoria,Coffee
56.00,16,9,16,17,Sun,evening,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
3.00,1,1,1,17,Sun,evening,Espresso shot,Barista Espresso,Lower Manhattan,Coffee
16.25,5,5,5,17,Sun,evening,Cranberry Scone,Scone,Lower Manhattan,Bakery
70.00,28,18,28,17,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
24.50,7,6,7,17,Sun,evening,Croissant,Pastry,Astoria,Bakery
30.00,12,6,12,17,Sun,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
35.00,14,9,14,17,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
48.00,12,8,12,17,Sun,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
11.25,3,3,3,17,Sun,evening,Chocolate Croissant,Pastry,Astoria,Bakery
40.00,16,12,16,17,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
14.00,4,4,4,17,Sun,evening,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
82.50,22,15,22,17,Sun,evening,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
33.75,9,6,9,17,Sun,evening,Latte,Barista Espresso,Hell's Kitchen,Coffee
78.75,21,13,21,17,Sun,evening,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
36.00,12,8,12,17,Sun,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
93.50,22,14,22,17,Sun,evening,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
51.00,17,9,17,17,Sun,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
17.50,7,6,7,18,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
24.00,8,6,8,18,Sun,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
32.00,16,11,16,18,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Coffee
13.50,3,3,3,18,Sun,evening,Scottish Cream Scone ,Scone,Astoria,Bakery
15.00,4,4,4,18,Sun,evening,Jumbo Savory Scone,Scone,Astoria,Bakery
31.85,13,8,13,18,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
39.60,18,12,18,18,Sun,evening,Brazilian Sm,Organic brewed coffee,Astoria,Coffee
20.00,8,4,8,18,Sun,evening,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
60.00,20,13,20,18,Sun,evening,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
45.00,10,6,10,18,Sun,evening,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
25.00,10,8,10,18,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
14.00,4,4,4,18,Sun,evening,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
2.50,1,1,1,18,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
99.75,21,15,21,18,Sun,evening,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
42.00,14,9,14,18,Sun,evening,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
17.50,7,4,7,18,Sun,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
17.50,7,5,7,18,Sun,evening,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
60.00,16,12,16,18,Sun,evening,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
36.00,12,8,12,18,Sun,evening,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Tea
47.50,19,11,19,18,Sun,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
21.70,7,4,7,18,Sun,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Astoria,Tea
42.00,12,8,12,18,Sun,evening,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
40.80,16,10,16,18,Sun,evening,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
15.00,4,4,4,18,Sun,evening,Almond Croissant,Pastry,Hell's Kitchen,Bakery
42.00,14,11,14,19,Sun,evening,Lemon Grass Lg,Brewed herbal tea,Astoria,Tea
48.00,16,10,16,19,Sun,evening,Espresso shot,Barista Espresso,Hell's Kitchen,Coffee
84.00,21,15,21,19,Sun,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
56.00,16,11,16,19,Sun,evening,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
64.00,16,10,16,19,Sun,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
42.00,14,9,14,19,Sun,evening,Ethiopia Rg,Gourmet brewed coffee,Astoria,Coffee
18.00,6,6,6,19,Sun,evening,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Tea
9.00,3,3,3,19,Sun,evening,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
35.00,14,9,14,19,Sun,evening,Peppermint Rg,Brewed herbal tea,Astoria,Tea
41.25,11,7,11,19,Sun,evening,Latte,Barista Espresso,Astoria,Coffee
56.25,15,9,15,19,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
30.00,10,9,10,19,Sun,evening,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
72.25,17,12,17,19,Sun,evening,Latte Rg,Barista Espresso,Astoria,Coffee
48.00,24,15,24,07,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
62.00,20,11,20,07,Mon,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
128.25,27,17,27,07,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
69.00,23,15,23,07,Mon,morning,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Coffee
68.26,19,19,19,07,Mon,morning,Croissant,Pastry,Lower Manhattan,Bakery
80.50,23,13,23,07,Mon,morning,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Coffee
72.60,33,22,33,08,Mon,morning,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
52.50,15,15,15,08,Mon,morning,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
63.00,18,14,18,08,Mon,morning,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
10.50,3,3,3,17,Sun,evening,Croissant,Pastry,Lower Manhattan,Bakery
16.25,5,5,5,17,Sun,evening,Hazelnut Biscotti,Biscotti,Astoria,Bakery
30.00,10,6,10,18,Sun,evening,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
46.50,15,8,15,18,Sun,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
25.50,6,4,6,18,Sun,evening,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
65.00,26,15,26,07,Mon,morning,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
133.00,28,19,28,08,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
116.00,29,17,29,08,Mon,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
78.00,26,15,26,08,Mon,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
55.00,22,13,22,08,Mon,morning,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
142.50,38,23,38,08,Mon,morning,Latte,Barista Espresso,Hell's Kitchen,Coffee
66.00,22,18,22,08,Mon,morning,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
48.40,22,12,22,08,Mon,morning,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
58.00,29,16,29,08,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
67.50,27,19,27,08,Mon,morning,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
78.00,26,16,26,08,Mon,morning,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
84.00,28,19,28,09,Mon,morning,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
126.00,28,19,28,09,Mon,morning,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
37.50,10,10,10,09,Mon,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
78.40,32,20,32,09,Mon,morning,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
83.90,26,25,26,09,Mon,morning,Ginger Scone,Scone,Hell's Kitchen,Bakery
68.20,31,15,31,09,Mon,morning,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
53.38,15,15,15,09,Mon,morning,Croissant,Pastry,Lower Manhattan,Bakery
70.00,28,19,28,09,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
100.00,40,22,40,09,Mon,morning,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
64.00,32,18,32,09,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
95.00,38,25,38,09,Mon,morning,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
105.60,40,29,40,09,Mon,morning,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
77.50,31,19,31,09,Mon,morning,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
93.00,31,19,31,09,Mon,morning,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
52.50,21,14,21,09,Mon,morning,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
75.00,25,15,25,09,Mon,morning,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
55.25,13,8,13,09,Mon,morning,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Coffee
147.25,31,23,31,10,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
69.00,23,14,23,10,Mon,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
91.00,26,18,26,10,Mon,morning,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
45.00,15,11,15,10,Mon,morning,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
58.65,23,14,23,10,Mon,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
61.88,16,16,16,10,Mon,morning,Jumbo Savory Scone,Scone,Lower Manhattan,Bakery
95.00,38,20,38,10,Mon,morning,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
67.50,27,15,27,10,Mon,morning,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
84.00,28,20,28,10,Mon,morning,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
75.00,25,18,25,10,Mon,morning,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
35.00,14,10,14,11,Mon,morning,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
52.50,15,10,15,11,Mon,morning,Brazilian Lg,Organic brewed coffee,Astoria,Coffee
26.00,8,8,8,11,Mon,morning,Cranberry Scone,Scone,Astoria,Bakery
24.00,8,8,8,11,Mon,morning,Oatmeal Scone,Scone,Astoria,Bakery
25.00,10,6,10,11,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
34.00,17,10,17,11,Mon,morning,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
47.50,19,15,19,11,Mon,morning,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
56.25,15,9,15,11,Mon,morning,Cappuccino,Barista Espresso,Astoria,Coffee
57.00,19,13,19,11,Mon,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Astoria,Coffee
65.10,21,15,21,11,Mon,morning,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
71.25,19,14,19,11,Mon,morning,Latte,Barista Espresso,Astoria,Coffee
27.50,11,7,11,11,Mon,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
26.25,7,7,7,11,Mon,morning,Jumbo Savory Scone,Scone,Astoria,Bakery
13.00,4,4,4,11,Mon,morning,Hazelnut Biscotti,Biscotti,Astoria,Bakery
51.00,17,12,17,11,Mon,morning,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
28.00,8,8,8,11,Mon,morning,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
45.50,14,14,14,11,Mon,morning,Ginger Scone,Scone,Hell's Kitchen,Bakery
84.00,24,16,24,11,Mon,morning,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
31.50,7,7,7,11,Mon,morning,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
54.00,18,13,18,12,Mon,afternoon,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
75.00,25,15,25,12,Mon,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
26.25,7,6,7,12,Mon,afternoon,Jumbo Savory Scone,Scone,Astoria,Bakery
57.00,19,13,19,12,Mon,afternoon,English Breakfast Lg,Brewed Black tea,Astoria,Tea
16.00,4,3,4,12,Mon,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
30.00,15,9,15,12,Mon,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
81.00,27,17,27,12,Mon,afternoon,Lemon Grass Lg,Brewed herbal tea,Astoria,Tea
4.50,1,1,1,12,Mon,afternoon,Scottish Cream Scone ,Scone,Astoria,Bakery
49.00,14,10,14,12,Mon,afternoon,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
22.95,9,5,9,12,Mon,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
39.60,18,12,18,12,Mon,afternoon,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
48.75,13,9,13,12,Mon,afternoon,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
71.25,19,12,19,12,Mon,afternoon,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
35.00,14,9,14,12,Mon,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
33.00,11,6,11,12,Mon,afternoon,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
52.50,19,14,19,12,Mon,afternoon,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
45.90,18,11,18,12,Mon,afternoon,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Coffee
12.00,4,4,4,12,Mon,afternoon,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
26.00,13,8,13,12,Mon,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
30.00,12,8,12,12,Mon,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
63.00,21,13,21,12,Mon,afternoon,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
52.70,17,12,17,12,Mon,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
48.00,16,10,16,12,Mon,afternoon,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
26.00,13,7,13,13,Mon,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
60.00,20,14,20,14,Sun,afternoon,Serenity Green Tea Lg,Brewed Green tea,Astoria,Tea
14.00,4,4,4,14,Sun,afternoon,Croissant,Pastry,Hell's Kitchen,Bakery
38.00,19,14,19,15,Sun,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
12.50,5,3,5,15,Sun,afternoon,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Tea
17.50,7,6,7,16,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
27.50,11,6,11,16,Sun,evening,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
59.50,17,12,17,16,Sun,evening,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
35.00,14,10,14,16,Sun,evening,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
59.50,17,13,17,16,Sun,evening,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
58.50,13,10,13,17,Sun,evening,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
71.25,19,14,19,17,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
37.20,12,8,12,17,Sun,evening,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
